ExID,ExpName,ReferenceTag,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocID_x,Latitude,Longitude,Precipitation,LocComments,RefID,ReferenceYear,ReferenceName,DOI,ReferenceTitle,RefComments,MTFID_x,Month1,Month2,Season,YearExp,Reps,SE,SD,Method,Direction,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,Comment,SSPID_x,TextureClass,SoilTextureUSDA,SoilTextureFAO,SoilType,SoilTypeClass,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,Comments_x,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,AridityClass,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,Landuse,LanduseClass,Tillage,TillageClass,NbOfCropRotation,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,CompactionClass,OtherAmendments,AmendmentClass,SamplingTime,SamplingTimeClass,Comments_y
157,FueNPApr02-5,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNPApr02-5,FueNPApr02-5,FueNPApr02-5,FueNPApr02-5,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",157,4.0,4.0,spring,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.05,,,,,157,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.123,0.714,0.163,0.9,0.0319,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,157,494.825,24.8,0.65,0.91,,2.694452,110.7775,70.59634,54.2404,44.98966,38.91537,34.56634,31.27073,28.67102,26.55792,24.8,157,Grasland,grassland,No-till,no tillage,0.0,unknown,unknown,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,unknown,unknown,unknown,unknown,April,consolidated,
160,FueNPJun02-0,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNPJun02-0,FueNPJun02-0,FueNPJun02-0,FueNPJun02-0,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",160,6.0,6.0,spring,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.0,,,,,160,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.123,0.715,0.162,0.75,0.0371,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,160,1909.985,20.0,0.99,0.9,,3.28103,195.4474,98.40344,65.86883,49.54395,39.7237,33.16349,28.4697,24.94428,22.19882,20.0,160,Grasland,grassland,No-till,no tillage,0.0,unknown,unknown,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,unknown,unknown,unknown,unknown,June,consolidated,
161,FueCTJun02-0,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueCTJun02-0,FueCTJun02-0,FueCTJun02-0,FueCTJun02-0,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",161,6.0,6.0,spring,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.0,,,,,161,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.137,0.704,0.159,1.1,0.0147,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,161,77.85,7.1,0.52,0.92,,1.891258,23.51031,16.39543,13.27869,11.43371,10.18108,9.260186,8.546875,7.973547,7.499844,7.1,161,Arable,arable,Conventional tillage,conventional tillage,3.0,spring pea,legume,"Winter Wheat, Spring Wheat, Spring Pea",unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,June,consolidated,
162,FueNTJun02-0,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNTJun02-0,FueNTJun02-0,FueNTJun02-0,FueNTJun02-0,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",162,6.0,6.0,spring,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.0,,,,,162,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.131,0.736,0.133,1.1,0.0182,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,162,74.5408,5.4,0.57,0.91,,1.872394,20.0629,13.51471,10.72592,9.103734,8.016427,7.225161,6.617407,6.132428,5.734236,5.4,162,Arable,arable,No-till,no tillage,3.0,spring wheat,cereals,"Winter Wheat, Spring Wheat, Lentli / Winter Wheat, Spring Barley, Spring Peas",unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,June,consolidated,
163,FueNPJun02-5,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNPJun02-5,FueNPJun02-5,FueNPJun02-5,FueNPJun02-5,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",163,6.0,6.0,spring,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.05,,,,,163,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.123,0.714,0.163,0.9,0.0319,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,163,1110.724,24.3,0.83,0.9,,3.045606,164.2882,92.4169,66.00786,51.98721,43.19775,37.13135,32.67194,29.24432,26.5207,24.3,163,Grasland,grassland,No-till,no tillage,0.0,unknown,unknown,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,unknown,unknown,unknown,unknown,June,consolidated,
164,FueCTJun02-5,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueCTJun02-5,FueCTJun02-5,FueCTJun02-5,FueCTJun02-5,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",164,6.0,6.0,spring,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.05,,,,,164,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.135,0.705,0.16,1.25,0.0143,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,164,56.685,4.3,0.56,0.9,,1.753468,15.61236,10.5899,8.438797,7.183149,6.339358,5.724054,5.250656,4.872345,4.561342,4.3,164,Arable,arable,Conventional tillage,conventional tillage,3.0,spring pea,legume,"Winter Wheat, Spring Wheat, Spring Pea",unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,June,consolidated,
165,FueNTJun02-5,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNTJun02-5,FueNTJun02-5,FueNTJun02-5,FueNTJun02-5,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",165,6.0,6.0,spring,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.05,,,,,165,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.132,0.74,0.128,1.25,0.0134,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,165,47.0743,4.1,0.53,0.9,,1.672784,13.89261,9.621393,7.760855,6.663341,5.92011,5.374817,4.953155,4.614729,4.335461,4.1,165,Arable,arable,No-till,no tillage,3.0,spring wheat,cereals,"Winter Wheat, Spring Wheat, Lentli / Winter Wheat, Spring Barley, Spring Peas",unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,June,consolidated,
168,FueNTSep02-0,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNTSep02-0,FueNTSep02-0,FueNTSep02-0,FueNTSep02-0,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",168,9.0,9.0,summer,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.0,,,,,168,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.131,0.736,0.133,1.1,0.0182,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,168,139.4053,8.4,0.61,0.93,,2.144279,34.21994,22.42079,17.50795,14.69003,12.82058,11.47115,10.44166,9.624859,8.957594,8.4,168,Arable,arable,No-till,no tillage,3.0,spring wheat,cereals,"Winter Wheat, Spring Wheat, Lentli / Winter Wheat, Spring Barley, Spring Peas",unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,September,consolidated,
169,FueNPSep02-5,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNPSep02-5,FueNPSep02-5,FueNPSep02-5,FueNPSep02-5,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",169,9.0,9.0,summer,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.05,,,,,169,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.123,0.714,0.163,0.9,0.0319,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,169,1202.849,24.0,0.85,0.92,,3.080211,169.907,94.2618,66.78181,52.29501,43.26002,37.04953,32.49959,29.01247,26.24854,24.0,169,Grasland,grassland,No-till,no tillage,0.0,unknown,unknown,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,unknown,unknown,unknown,unknown,September,consolidated,
171,FueNTSep02-5,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNTSep02-5,FueNTSep02-5,FueNTSep02-5,FueNTSep02-5,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",171,9.0,9.0,summer,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.05,,,,,171,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.132,0.74,0.128,1.25,0.0134,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,171,56.3722,3.9,0.58,0.91,,1.751065,14.82739,9.918984,7.840329,6.635441,5.829912,5.244896,4.796316,4.43887,4.145758,3.9,171,Arable,arable,No-till,no tillage,3.0,spring wheat,cereals,"Winter Wheat, Spring Wheat, Lentli / Winter Wheat, Spring Barley, Spring Peas",unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,September,consolidated,
172,FueNPDec02-0,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueNPDec02-0,FueNPDec02-0,FueNPDec02-0,FueNPDec02-0,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",172,12.0,12.0,winter,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.0,,,,,172,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.123,0.715,0.162,0.75,0.0371,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,172,2165.129,43.2,0.85,0.9,,3.335484,305.8326,169.6712,120.2073,94.13102,77.86804,66.68915,58.49927,52.22245,47.24737,43.2,172,Grasland,grassland,No-till,no tillage,0.0,unknown,unknown,unknown,unknown,unknown,natural,natural,no,no,unknown,unknown,unknown,unknown,unknown,unknown,December,consolidated,
176,FueCTDec02-5,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,Fuentes_2004_SSSoAJ,FueCTDec02-5,FueCTDec02-5,FueCTDec02-5,FueCTDec02-5,Nick,Helena,45,46.5,-117.0,544.0,,46,2004,Fuentes et al. 2004. Soil Sci Soc Am J. 68:1679-1688,10.2136/sssaj2004.1679,"Hydraulic Properties in a Silt Loam Soil under Natural Prairie, Conventional Till, and No‐Till","effects of land use (natural grassland vs. cultivated, P and NT). Natural grass has higher K",176,12.0,12.0,winter,2002.0,8.0,,,1D column,Wet to dry,0.0,150.0,0.05,,,,,176,"medium-fine (silt loam, silt)",silt loam,medium,unknown,unknown,,0.135,0.705,0.16,1.25,0.0143,,45,8.458333,17.65,-0.4,565.0,66.0,24.0,29.69721,190.0,80.0,92.0,173.0,12.81667,739.5663,28.9,-5.1,34.0,0.016667,17.45,37.69608,845.0,0.4608,1226.0,Semi-Arid,176,44.5126,9.3,0.34,0.9,,1.648483,20.34618,16.07433,14.00431,12.69938,11.77154,11.06398,10.49904,10.03304,9.639189,9.3,176,Arable,arable,Conventional tillage,conventional tillage,3.0,spring pea,legume,"Winter Wheat, Spring Wheat, Spring Pea",unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,inter-row,unknown,unknown,unknown,December,consolidated,
178,LamST_CC_July96,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,LamST_CC_July96,LamST_CC_July96,LamST_CC_July96,LamST_CC_July96,Nick,Helena,78,41.6,1.0,440.0,,67,2006,Lampurlanes & Cantero-Martinez. 2006. Soil & Tillage Res. 85:13?26,10.1016/j.still.2004.11.006,"Hydraulic conductivity, residue cover and soil surface roughness under different tillage systems in semiarid conditions",effects of tillage system for barley cropped in semi-arid Spain (lower K under NT),178,7.0,7.0,summer,1996.0,2.0,,,Steady-state piecewise,Dry to wet,0.0,200.0,0.0,25.0,,,,178,"medium-fine (silt loam, silt)",silt loam,medium,Fluventic Xerochrept,Cambisols,,0.229,0.52,0.251,,0.013954,,78,14.05,22.45,6.383334,492.0,57.0,18.0,30.09981,161.0,92.0,113.0,94.0,11.48333,660.0069,30.5,0.8,29.7,14.98333,7.533333,38.66442,326.0,0.3551,1385.0,Semi-Arid,178,28.7364,0.5,1.44,0.99,6.0,2.57897,13.77114,5.075593,2.83084,1.870698,1.356604,1.043355,0.835658,0.689478,0.581917,0.5,178,arable,arable,Conventional tillage,conventional tillage,1.0,barley,cereals,Barley,unknown,unknown,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during planting season,consolidated,
179,LamMT_CC_July96,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,LamMT_CC_July96,LamMT_CC_July96,LamMT_CC_July96,LamMT_CC_July96,Nick,Helena,78,41.6,1.0,440.0,,67,2006,Lampurlanes & Cantero-Martinez. 2006. Soil & Tillage Res. 85:13?26,10.1016/j.still.2004.11.006,"Hydraulic conductivity, residue cover and soil surface roughness under different tillage systems in semiarid conditions",effects of tillage system for barley cropped in semi-arid Spain (lower K under NT),179,7.0,7.0,summer,1996.0,2.0,,,Steady-state piecewise,Dry to wet,0.0,200.0,0.0,25.0,,,,179,"medium-fine (silt loam, silt)",silt loam,medium,Fluventic Xerochrept,Cambisols,,0.229,0.52,0.251,,0.013954,,78,14.05,22.45,6.383334,492.0,57.0,18.0,30.09981,161.0,92.0,113.0,94.0,11.48333,660.0069,30.5,0.8,29.7,14.98333,7.533333,38.66442,326.0,0.3551,1385.0,Semi-Arid,179,20.5786,0.3,1.59,0.97,7.0,2.657121,11.67135,3.876891,2.034691,1.287792,0.903148,0.675866,0.528951,0.427768,0.354712,0.3,179,arable,arable,Reduced tillage,reduced tillage,1.0,barley,cereals,Barley,unknown,unknown,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,during planting season,consolidated,
180,LamNT_CC_July96,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,Lampurlanes_2006_SaTR,LamNT_CC_July96,LamNT_CC_July96,LamNT_CC_July96,LamNT_CC_July96,Nick,Helena,78,41.6,1.0,440.0,,67,2006,Lampurlanes & Cantero-Martinez. 2006. Soil & Tillage Res. 85:13?26,10.1016/j.still.2004.11.006,"Hydraulic conductivity, residue cover and soil surface roughness under different tillage systems in semiarid conditions",effects of tillage system for barley cropped in semi-arid Spain (lower K under NT),180,7.0,7.0,summer,1996.0,2.0,,,Steady-state piecewise,Dry to wet,0.0,200.0,0.0,25.0,,,,180,"medium-fine (silt loam, silt)",silt loam,medium,Fluventic Xerochrept,Cambisols,,0.229,0.52,0.251,,0.013954,,78,14.05,22.45,6.383334,492.0,57.0,18.0,30.09981,161.0,92.0,113.0,94.0,11.48333,660.0069,30.5,0.8,29.7,14.98333,7.533333,38.66442,326.0,0.3551,1385.0,Semi-Arid,180,4.8546,0.1,1.38,0.99,6.0,1.76,2.398833,0.921677,0.526711,0.354126,0.260268,0.202372,0.163593,0.136062,0.11565,0.1,180,arable,arable,No-Till,no tillage,1.0,barley,cereals,Barley,unknown,unknown,no,no,unknown,unknown,unknown,unknown,unknown,unknown,hebicide,consolidated,during planting season,consolidated,
193,LogNic,Logsdon_1999_BC,Logsdon_1999_BC,Logsdon_1999_BC,LogNic,LogNic,LogNic,LogNic,Nick,Helena,84,42.0,-94.0,,,72,1999,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,193,6.0,6.0,spring,,,,,Transient,unknown,0.0,150.0,0.0,23.0,,,,193,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,fine,unknown,unknown,,,,,,,,84,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,193,74.6691,2.8,1.3,1.0,8.0,3.047158,55.86734,22.68919,13.39369,9.214675,6.894409,5.43953,4.451748,3.742321,3.211018,2.8,193,,unknown,,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,
194,LogCla,Logsdon_1999_BC,Logsdon_1999_BC,Logsdon_1999_BC,LogCla,LogCla,LogCla,LogCla,Nick,Helena,84,42.0,-94.0,,,72,1999,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,194,8.0,8.0,summer,,,,,Transient,unknown,0.0,150.0,0.0,23.0,,,,194,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,fine,unknown,unknown,,,,,,,,84,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,194,13.8313,1.6,0.72,0.93,5.0,1.64412,8.396919,5.097748,3.807086,3.09483,2.635491,2.311272,2.068471,1.878863,1.726098,1.6,194,,unknown,,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,
195,LogOko,Logsdon_1999_BC,Logsdon_1999_BC,Logsdon_1999_BC,LogOko,LogOko,LogOko,LogOko,Nick,Helena,84,42.0,-94.0,,,72,1999,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,195,8.0,8.0,summer,,,,,Transient,unknown,0.0,150.0,0.0,23.0,,,,195,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,fine,unknown,unknown,,,,,,,,84,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,195,217.8091,2.4,2.46,0.99,16.0,5.300211,217.8091,125.7991,46.39733,22.86355,13.2052,8.432555,5.771252,4.155372,3.110102,2.4,195,,unknown,,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,
196,LogWeb,Logsdon_1999_BC,Logsdon_1999_BC,Logsdon_1999_BC,LogWeb,LogWeb,LogWeb,LogWeb,Nick,Helena,84,42.0,-94.0,,,72,1999,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,196,10.0,10.0,autumn,,,,,Transient,unknown,0.0,150.0,0.0,23.0,,,,196,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,fine,unknown,unknown,,,,,,,,84,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,196,162.0119,4.9,1.65,0.99,12.0,3.990196,162.0119,69.74235,35.72284,22.22271,15.37785,11.38273,8.826414,7.081049,5.830368,4.9,196,,unknown,,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,
197,LogNic15,Logsdon_1999_BC,Logsdon_1999_BC,Logsdon_1999_BC,LogNic15,LogNic15,LogNic15,LogNic15,Nick,Helena,84,42.0,-94.0,,,72,1999,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,197,6.0,6.0,spring,,,,,Transient,unknown,0.0,150.0,0.15,23.0,,,,197,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,fine,unknown,unknown,,,,,,,,84,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,197,37.1372,3.6,1.45,0.99,20.0,3.456303,37.1372,37.1372,20.62893,13.59301,9.83549,7.55063,6.03824,4.975331,4.194217,3.6,197,,unknown,,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,
200,LogCla15,Logsdon_1999_BC,Logsdon_1999_BC,Logsdon_1999_BC,LogCla15,LogCla15,LogCla15,LogCla15,Nick,Helena,84,42.0,-94.0,,,72,1999,"Logsdon 1999. Characterization and measurement of the hydraulic properties of unsaturated soils. Eds. M.T. van Genuchten, F. Leij and L. Wu (and references therein)",,,unknown,200,8.0,8.0,summer,,,,,Transient,unknown,0.0,150.0,0.15,23.0,,,,200,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,fine,unknown,unknown,,,,,,,,84,8.891666,22.03333,-5.9,842.0,127.0,21.0,50.85385,334.0,74.0,326.0,74.0,12.28333,1129.163,29.4,-13.4,42.8,20.13333,-5.9,28.69938,330.0,0.6999,1202.0,Humid,200,238.6969,2.1,1.58,0.99,5.0,3.482219,79.83977,26.70496,14.07239,8.932325,6.278367,4.706958,3.689473,2.987701,2.480368,2.1,200,,unknown,,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,,unknown,
